274 33403
169 8 56
178 130 48
244 50 80
7 31 19
152 232 61
141 97 33
247 5 88
219 105 74
235 55 72
8 89 46
139 107 75
85 96 67
108 215 67
7 207 65
247 174 29
125 154 64
222 52 30
241 97 87
72 226 17
178 214 25
206 127 69
84 134 25
132 152 31
222 229 20
233 118 60
101 210 1
64 256 57
21 154 57
186 175 33
174 246 57
180 128 56
175 270 63
33 214 84
27 175 40
206 199 17
103 111 90
85 53 28
58 87 71
83 83 8
162 180 87
120 122 27
91 97 58
191 106 96
27 51 94
150 20 90
81 65 23
228 216 11
120 32 78
100 103 14
119 57 54
177 147 67
114 23 19
68 227 14
196 173 94
96 105 58
3 155 43
151 143 39
57 22 91
108 173 54
146 106 69
15 30 41
124 137 97
197 242 64
264 256 22
97 258 87
114 101 20
27 77 34
154 156 100
22 121 73
75 32 73
26 241 83
167 33 74
245 84 64
57 214 92
188 246 18
4 213 81
217 4 82
173 218 67
137 134 18
92 78 48
256 152 3
269 144 78
60 163 48
27 120 51
182 61 26
262 22 43
211 182 62
169 210 91
236 14 24
245 226 69
78 88 88
48 231 70
88 84 79
75 173 83
142 17 68
82 247 17
124 216 3
108 220 54
123 59 94
46 57 41
187 266 69
12 127 4
44 12 43
125 230 98
101 63 51
234 143 50
250 184 90
127 222 85
119 218 35
116 158 97
204 65 85
74 70 2
110 217 71
226 30 68
243 162 97
125 39 46
73 29 89
45 80 21
86 169 61
90 20 1
243 60 39
257 212 61
94 261 35
104 31 95
169 239 1
248 96 92
1 8 40
58 233 99
179 149 46
180 271 97
80 206 77
19 87 68
177 34 85
186 42 98
94 254 26
29 5 72
29 262 68
83 157 87
65 186 42
44 105 22
20 253 36
242 2 26
121 100 52
130 110 19
34 188 75
190 177 22
259 208 5
260 22 91
6 19 19
94 225 18
199 189 10
211 137 93
1 99 20
22 213 20
221 141 87
228 267 81
217 163 92
52 122 2
255 229 20
60 95 5
14 49 9
235 119 25
248 145 20
89 22 38
105 45 47
105 137 5
192 24 67
15 131 56
70 271 6
169 61 19
184 143 61
221 209 11
270 14 67
186 165 4
113 14 63
199 21 92
212 263 78
104 131 66
18 260 84
160 34 79
217 125 59
84 138 36
42 265 29
192 20 35
139 142 82
252 44 55
29 63 21
106 114 91
209 1 64
56 46 2
66 216 21
211 45 86
72 269 95
83 40 10
46 12 42
29 180 70
218 26 79
162 74 7
15 92 11
32 226 57
118 100 39
252 129 14
68 234 84
162 60 69
153 209 38
30 155 56
82 85 31
149 176 64
81 77 26
81 184 78
194 133 99
32 41 26
140 204 46
140 234 46
88 47 47
60 156 41
152 197 18
131 151 33
176 211 4
6 268 62
44 147 56
130 185 21
10 54 58
176 9 43
44 273 90
199 115 76
257 4 51
144 109 85
182 15 35
163 149 34
63 139 33
132 123 36
93 67 77
35 207 69
103 150 37
77 274 75
5 163 86
253 217 83
198 110 40
50 171 92
27 180 5
189 98 68
256 85 33
5 215 87
226 254 80
123 83 27
200 127 91
156 51 50
110 245 65
6 17 9
115 8 53
180 111 58
236 54 74
93 161 61
178 14 47
155 244 60
200 220 52
244 123 44
73 220 8
66 235 3
73 143 94
187 128 17
120 187 49
121 36 100
104 150 81
12 236 70
119 256 31
260 149 14
148 164 11
240 234 55
184 217 72
174 150 51
88 176 84
15 101 95
216 52 22
33 19 79
173 101 21
182 203 1
27 8 29
36 25 40
271 86 68
232 188 33
227 260 7
204 122 74
77 87 12
1 121 68
210 206 77
56 176 32
11 138 22
169 246 84
210 221 59
68 262 7
209 145 63
65 24 64
71 52 7
69 117 38
122 88 91
187 113 58
112 155 31
229 23 97
149 216 41
271 116 54
96 118 85
61 202 30
155 247 71
87 59 46
24 95 27
213 8 21
95 259 93
253 43 31
247 144 62
222 66 8
148 55 58
135 89 76
174 142 22
24 55 43
185 212 95
247 174 88
130 38 3
260 56 8
59 43 16
257 142 97
241 18 75
72 168 14
216 167 79
224 202 23
134 153 64
24 189 21
134 149 18
191 204 1
20 12 87
134 222 5
207 189 31
139 124 34
199 237 38
63 21 1
255 127 26
180 191 67
11 11 54
191 240 62
180 186 43
171 61 17
6 110 29
127 215 69
212 84 38
254 255 66
58 148 78
56 272 24
62 265 11
189 20 83
121 245 21
92 130 51
143 93 62
97 209 39
58 68 37
208 199 7
192 237 74
21 229 17
27 218 75
187 128 38
162 90 60
53 74 24
46 164 5
59 262 82
102 105 98
198 157 57
49 134 59
12 127 83
268 240 81
236 140 89
75 210 70
245 57 18
259 202 85
171 29 67
144 49 38
77 233 83
27 90 91
101 50 23
247 73 4
215 248 46
156 230 40
242 146 16
92 147 60
66 34 38
74 160 67
270 153 55
263 20 23
92 217 66
141 145 3
181 135 44
63 144 1
74 187 92
22 262 87
76 28 73
125 190 9
235 190 71
137 188 55
205 141 26
68 210 81
5 48 80
274 176 47
214 227 40
205 13 88
263 222 68
22 169 25
274 123 1
125 220 2
213 47 64
218 21 78
241 113 91
67 162 51
111 7 68
123 23 57
113 190 95
111 227 87
185 171 32
76 259 48
215 202 83
245 131 24
146 190 9
147 99 92
23 188 72
119 7 36
128 178 36
2 1 84
151 118 90
71 178 41
214 51 49
143 204 76
152 29 49
81 260 3
114 125 45
94 104 18
243 84 100
73 17 14
106 13 92
114 151 64
241 218 39
125 18 67
9 120 2
14 37 39
36 21 70
43 11 91
63 115 51
135 33 36
130 195 63
20 154 38
269 63 74
175 228 6
152 54 17
56 236 52
228 25 10
156 182 87
23 197 11
70 212 50
110 75 70
240 225 11
108 255 69
26 3 100
84 114 23
26 71 93
204 122 42
172 99 97
130 46 78
122 239 60
82 85 77
211 53 35
64 188 71
164 140 97
5 104 49
40 213 20
10 153 41
253 54 90
235 241 84
208 49 45
200 205 51
226 79 7
184 174 78
269 99 85
178 269 24
150 50 43
90 35 76
63 231 8
231 11 17
81 243 97
120 95 14
110 37 79
92 121 77
32 238 7
183 156 64
235 152 67
237 147 2
219 122 4
204 250 65
48 95 40
258 259 63
178 223 85
158 77 67
174 194 27
240 133 49
259 169 18
111 246 67
202 222 14
254 59 6
156 138 26
225 177 17
150 220 24
146 181 91
173 247 63
17 109 31
198 29 5
248 197 57
128 181 79
211 171 99
92 23 43
253 214 7
81 112 30
205 229 73
159 188 25
78 226 58
168 42 26
121 57 18
128 26 47
19 128 89
180 17 67
117 107 14
65 247 7
192 223 62
100 127 55
193 199 91
106 22 55
10 153 1
241 84 9
242 261 74
233 67 39
271 241 36
64 12 57
169 237 41
221 207 92
161 268 28
111 50 28
94 5 26
28 28 77
195 177 94
214 24 80
3 182 24
119 243 98
43 258 56
9 92 50
241 85 20
187 227 34
270 30 92
204 118 94
232 103 34
269 248 29
226 94 93
60 169 35
196 124 29
249 14 78
106 159 94
247 269 5
138 76 59
42 5 98
105 229 72
250 210 19
33 68 20
124 63 90
229 112 88
121 194 97
26 90 52
5 252 98
162 144 81
255 138 17
69 57 4
30 135 18
261 160 74
89 113 88
267 130 70
239 212 27
106 204 39
175 203 85
143 225 64
220 60 50
92 199 76
274 160 88
9 33 2
21 131 57
110 132 18
190 209 88
207 96 22
17 67 6
211 71 53
72 191 82
125 172 76
124 76 92
191 66 34
120 90 24
226 145 35
200 256 32
113 234 66
112 101 79
196 83 39
11 110 9
101 29 7
181 267 76
93 209 15
248 234 10
130 250 54
9 194 89
18 175 53
40 37 80
44 272 96
100 219 58
272 189 15
111 210 55
39 144 26
199 8 92
273 205 41
220 36 57
274 215 63
274 179 2
89 170 13
103 1 42
260 113 51
85 130 11
181 103 67
108 129 26
146 123 30
251 176 60
92 190 85
176 211 95
57 65 89
8 59 11
274 98 44
32 98 17
25 32 21
207 121 43
169 212 16
126 166 44
12 169 69
94 172 13
244 208 77
148 47 21
107 20 37
144 178 86
19 27 31
258 159 67
98 254 65
214 145 70
155 238 87
224 73 47
98 36 100
87 3 81
68 242 62
243 13 78
211 10 18
117 80 32
14 51 46
69 219 75
203 265 96
257 142 91
12 237 80
150 49 85
14 162 30
31 101 76
136 38 5
188 269 31
130 259 12
124 22 55
36 111 71
252 113 77
270 128 4
43 195 72
32 266 6
208 149 32
140 212 95
93 97 49
206 155 38
73 228 9
25 261 41
242 269 29
114 266 40
92 127 30
204 2 63
206 190 88
109 238 6
232 208 39
59 188 95
181 134 25
221 116 91
197 41 31
93 126 5
206 23 44
265 244 98
155 69 74
138 143 36
143 83 8
164 48 44
105 80 77
95 154 27
77 170 4
45 144 85
115 262 39
146 171 62
77 236 20
120 242 56
72 37 87
246 177 13
137 142 87
72 17 74
274 35 38
211 113 11
183 59 91
178 174 52
213 47 59
214 240 17
233 132 85
126 270 83
189 260 56
164 193 45
47 144 17
99 260 64
14 172 79
132 214 29
22 169 40
210 137 1
175 30 72
76 224 12
171 57 81
143 82 15
111 206 6
82 30 19
233 196 18
172 74 36
76 160 25
22 6 92
109 251 23
219 50 39
140 14 41
79 178 25
273 24 36
27 15 14
156 139 49
154 185 19
63 2 54
168 35 71
207 190 45
220 103 97
77 82 58
106 26 78
6 22 93
154 172 5
156 171 14
96 27 55
192 45 18
69 159 3
213 85 95
38 190 47
76 194 93
272 130 6
78 9 16
94 227 88
264 240 19
13 150 100
16 42 12
242 77 45
57 181 71
204 108 62
187 69 59
45 234 55
259 22 75
84 201 67
83 91 23
209 83 41
48 232 6
214 37 20
271 18 59
186 109 97
72 255 80
86 152 32
163 224 92
38 220 80
233 115 54
195 217 2
216 83 66
17 25 42
248 149 100
124 28 96
208 203 85
4 215 10
161 68 17
230 125 81
229 72 45
150 40 29
65 272 70
68 164 53
82 242 35
194 132 37
252 268 14
108 232 51
165 160 14
203 213 28
166 55 16
43 6 8
265 134 41
3 178 81
226 74 41
181 151 55
112 64 62
241 137 91
184 13 12
34 173 53
115 119 62
145 46 20
48 30 12
269 84 74
62 184 34
10 14 63
29 53 1
127 209 7
168 46 18
100 42 33
232 262 30
89 252 53
190 136 44
132 257 61
55 79 66
26 106 55
71 96 95
151 130 15
131 109 61
58 140 92
195 98 93
48 84 75
253 126 16
46 173 80
18 243 10
120 173 33
80 252 95
271 132 79
239 80 94
73 155 35
263 121 78
220 174 22
237 191 78
166 204 1
209 138 74
62 72 41
213 36 90
230 269 77
83 209 82
266 265 37
122 174 25
217 184 36
201 198 22
28 225 20
218 190 68
86 53 28
6 100 71
195 8 53
77 106 28
238 263 50
207 109 56
98 180 96
229 209 3
210 239 66
78 254 43
167 71 82
29 228 78
181 127 33
94 164 71
80 124 29
120 103 33
37 108 38
20 38 97
124 261 99
44 182 2
237 154 69
51 166 21
123 97 44
119 11 85
127 153 68
140 146 54
165 33 17
8 191 4
98 86 11
252 121 85
45 132 91
92 95 51
128 152 66
230 24 30
48 274 92
118 88 34
266 251 28
9 80 79
23 160 92
249 35 38
115 119 66
191 253 58
128 3 15
34 259 53
261 14 97
40 199 50
5 1 93
13 201 1
222 195 33
44 172 77
195 213 82
215 98 99
7 264 75
217 235 31
166 66 35
179 25 49
264 267 12
83 179 18
42 58 81
120 65 41
144 251 58
230 238 13
175 6 29
220 241 3
107 107 35
220 90 78
188 271 79
180 176 69
110 227 68
148 175 47
167 38 92
148 83 64
84 105 28
96 213 32
245 207 38
64 2 38
168 270 9
173 265 74
156 14 6
38 156 31
73 188 38
205 216 79
203 22 92
255 147 93
123 42 47
201 147 58
98 167 81
218 32 88
166 75 41
76 185 93
249 58 22
225 141 57
172 225 17
42 271 4
158 45 43
49 184 13
101 195 87
62 173 67
53 76 59
155 266 56
91 125 2
33 231 80
131 165 87
171 247 94
115 125 62
1 137 66
46 209 52
117 32 35
49 150 33
38 175 29
76 134 84
65 166 35
251 116 35
265 54 82
130 10 24
234 242 100
34 122 16
93 257 58
40 190 67
138 79 55
196 7 79
159 5 19
88 237 70
8 79 63
171 16 36
128 224 25
272 165 60
87 220 80
143 20 62
228 262 74
102 249 72
21 74 76
108 227 34
273 251 32
269 272 53
263 68 20
53 116 70
8 27 7
28 243 48
54 193 2
61 141 1
161 73 67
220 224 29
94 143 36
164 76 95
27 4 54
38 214 67
146 171 68
137 115 60
31 117 17
26 144 92
29 86 46
177 128 38
267 250 88
215 201 53
159 130 1
194 95 4
166 58 17
113 111 86
108 35 54
62 125 60
139 195 22
68 90 57
109 225 73
9 247 40
213 258 97
38 97 47
60 8 10
83 269 79
208 8 23
233 154 55
86 157 60
212 148 90
244 11 10
46 135 90
211 253 36
109 136 9
73 21 80
201 181 12
165 251 36
179 208 90
212 108 1
34 41 5
8 7 36
161 85 22
2 13 13
113 98 98
81 87 5
31 73 15
44 25 83
89 71 77
63 6 21
128 102 69
41 33 91
214 267 55
224 127 87
39 22 72
180 117 38
195 138 45
209 12 12
124 248 36
36 169 70
192 62 1
175 221 24
238 261 82
36 155 84
140 2 98
240 264 45
117 173 99
89 174 67
51 219 45
271 241 9
21 63 63
273 180 74
66 97 5
266 4 11
155 107 28
216 91 93
18 178 30
79 54 8
193 198 74
145 208 71
38 59 42
264 220 18
191 224 38
171 74 50
65 237 69
139 100 18
70 77 58
115 249 87
164 66 66
172 234 17
273 12 83
241 211 25
242 81 41
250 189 44
56 3 66
109 193 53
29 110 98
97 199 56
11 32 4
42 269 75
42 32 22
32 37 83
256 133 41
185 76 98
118 95 5
38 273 37
11 54 6
120 200 44
204 199 8
94 179 34
108 185 58
81 223 25
112 34 69
1 141 25
50 122 1
163 20 50
241 55 4
258 230 57
38 26 94
68 158 13
10 265 83
214 40 62
249 148 51
81 185 15
41 102 68
50 164 54
87 113 43
45 94 79
214 138 89
45 116 37
232 127 56
114 235 49
173 85 96
30 127 18
59 181 61
237 45 47
161 198 1
165 60 87
36 196 65
127 225 7
265 19 21
146 198 35
201 221 49
218 68 30
167 170 25
126 210 66
65 9 55
87 78 63
73 271 95
233 145 97
272 61 56
137 175 19
273 127 15
60 39 63
61 118 60
75 40 88
119 13 5
266 129 24
261 103 79
75 6 32
193 45 81
39 169 36
17 20 47
93 226 88
154 180 51
93 214 34
148 163 67
62 179 28
206 125 36
145 189 85
156 173 74
44 180 73
7 106 61
229 227 95
136 122 9
1 252 73
162 196 99
32 181 77
57 3 85
8 25 14
135 1 43
247 223 22
73 224 25
32 265 50
51 243 99
76 273 80
274 64 22
251 63 13
40 247 41
78 266 48
198 106 24
52 244 51
261 105 34
8 222 76
155 66 57
44 247 12
227 179 6
247 203 10
44 220 43
221 251 50
195 244 71
212 37 27
90 29 55
53 189 18
89 39 79
192 244 21
86 67 32
179 250 42
81 172 58
236 78 5
25 258 97
94 143 50
113 115 15
165 222 44
119 208 55
8 11 80
127 165 19
91 223 49
200 99 41
77 4 45
240 191 95
168 190 50
129 8 60
254 96 77
156 210 26
232 173 31
181 152 90
26 90 57
8 42 78
212 142 59
104 184 82
115 153 92
157 107 81
191 170 93
175 218 58
118 225 43
108 55 32
242 271 86
64 35 28
182 260 98
63 96 19
71 171 44
250 61 29
130 230 3
1 160 12
210 53 71
6 157 7
158 274 59
1 205 42
135 176 21
152 30 9
174 60 56
40 52 56
155 53 84
184 157 49
32 127 53
142 82 14
245 16 43
136 237 6
151 106 84
143 274 82
162 16 53
259 250 14
191 70 70
274 244 27
31 95 34
93 116 86
35 1 63
258 217 3
218 93 22
44 82 8
44 214 4
13 73 50
205 228 28
145 215 36
8 259 89
163 232 66
248 38 2
103 191 86
124 113 7
201 234 16
253 176 90
65 72 42
58 55 74
54 144 75
274 260 60
118 156 58
43 135 27
249 44 4
106 53 77
66 260 61
199 274 4
104 10 31
33 225 88
6 189 81
9 18 5
158 251 12
94 75 19
91 175 34
198 225 82
266 211 81
154 22 57
61 17 27
62 113 92
247 261 98
186 213 42
177 59 97
218 214 81
225 259 72
57 268 39
192 183 34
156 189 6
195 13 42
190 254 26
52 133 85
71 100 48
170 172 37
21 45 56
248 131 27
234 210 51
161 89 56
110 22 1
146 7 95
54 197 14
69 26 40
214 163 28
60 185 29
61 92 83
9 267 29
221 18 60
37 37 92
12 22 24
68 207 81
105 136 11
51 221 47
44 75 63
253 261 59
187 25 77
107 273 86
37 252 70
245 108 27
93 164 36
166 242 69
166 184 18
205 8 32
92 151 82
184 257 100
161 205 9
98 223 94
233 168 6
79 58 72
213 61 78
200 201 6
81 32 30
223 118 77
90 152 33
76 50 22
194 36 61
216 225 80
176 171 98
67 210 82
215 94 45
254 33 35
31 174 34
20 148 52
43 167 3
75 168 3
232 123 24
42 229 82
131 192 39
152 88 30
227 269 1
91 190 94
20 218 82
106 230 50
63 9 35
154 187 49
32 138 85
150 182 44
167 118 14
180 161 25
233 155 7
114 217 81
83 126 31
130 256 41
206 223 94
160 108 97
24 91 65
48 82 89
190 28 70
168 46 29
72 88 46
3 52 90
180 129 42
248 192 31
141 106 7
76 151 77
239 161 11
31 118 71
256 64 83
51 85 63
180 33 78
148 61 85
110 225 36
114 207 34
236 32 88
253 35 72
31 193 19
229 28 6
257 84 77
207 274 62
34 195 66
144 68 47
137 74 86
145 201 50
272 28 39
180 234 33
248 62 63
102 58 68
165 89 98
101 231 48
66 89 68
7 10 76
121 20 58
73 193 58
247 149 30
140 63 4
182 126 60
62 207 5
268 92 73
2 196 67
241 269 85
150 142 77
87 209 55
110 184 91
58 250 61
148 67 38
123 67 68
102 170 77
24 11 72
212 205 63
169 7 40
68 263 92
196 261 93
250 127 39
144 241 97
261 117 51
106 229 28
242 218 99
110 46 54
260 132 99
165 10 13
176 159 44
254 147 95
50 181 32
248 99 34
28 102 37
73 49 98
171 212 38
85 117 96
174 252 48
66 74 26
235 3 47
88 133 45
84 44 85
65 54 74
60 245 84
48 164 12
14 66 35
65 164 24
30 238 12
109 115 29
146 241 63
69 180 71
65 71 96
95 198 75
132 82 82
85 32 22
166 207 60
58 200 68
189 186 75
92 43 63
143 129 85
116 167 5
136 20 52
11 120 19
188 90 47
163 188 46
145 177 27
2 207 18
262 191 5
11 26 71
206 60 17
134 50 97
65 202 11
243 152 47
13 199 31
130 36 55
202 227 88
1 174 79
177 108 13
46 257 21
42 144 29
237 81 31
53 147 30
232 201 46
145 136 24
161 127 77
18 60 87
148 56 70
187 21 61
162 153 27
258 104 76
150 183 61
149 152 77
263 174 90
161 130 45
32 16 35
264 65 12
171 219 3
28 156 14
230 212 34
18 9 69
162 246 93
99 165 25
184 100 80
37 222 32
216 179 11
199 84 70
163 56 58
81 181 87
53 173 40
88 209 63
117 43 87
154 253 56
86 35 85
269 153 73
14 199 49
116 148 18
155 117 50
109 127 31
218 253 81
214 129 82
176 22 43
175 107 3
139 141 2
21 163 21
248 92 73
195 145 30
111 208 37
81 234 91
192 82 48
197 207 60
108 188 38
257 29 50
196 88 27
49 161 47
273 185 25
271 5 84
63 186 30
60 266 10
119 49 58
250 30 17
120 6 91
228 99 74
251 244 10
7 23 29
250 173 39
124 203 16
179 128 12
114 213 45
230 250 2
51 181 58
147 55 87
48 180 20
229 141 94
258 96 3
116 174 80
69 32 52
37 46 9
213 264 12
125 10 75
216 45 24
28 166 29
274 6 81
45 128 33
58 38 61
149 132 52
128 142 28
264 194 13
238 17 24
161 264 31
88 270 40
142 273 72
5 150 11
110 189 46
243 224 1
165 28 74
128 34 56
128 200 73
84 86 30
186 135 42
180 231 29
195 236 58
14 59 7
248 80 15
202 186 17
77 142 92
252 203 5
262 90 68
63 210 93
89 60 74
124 186 63
19 38 98
110 165 23
254 50 63
87 102 74
154 172 1
39 114 68
210 147 72
114 134 39
265 103 20
20 141 45
15 23 43
55 270 100
17 245 96
132 69 87
208 91 43
196 260 97
95 247 22
182 9 21
150 62 8
270 18 36
78 79 60
201 250 50
245 67 29
98 205 23
150 214 91
165 123 18
118 162 83
54 162 24
237 164 22
272 233 30
256 7 65
148 158 50
45 172 14
140 142 41
172 197 69
211 52 51
236 121 68
65 259 100
251 128 8
159 164 57
81 94 82
98 10 13
50 124 32
260 222 41
212 127 74
228 217 58
95 253 37
184 89 81
85 37 95
60 243 13
196 146 99
180 45 5
26 24 30
19 273 11
137 73 79
55 177 9
105 109 61
200 268 12
41 230 21
202 88 53
164 170 2
217 215 34
108 209 96
50 100 9
202 62 26
96 149 72
128 48 39
166 67 7
7 243 3
68 219 6
182 254 67
109 93 86
195 273 63
192 156 38
87 140 4
267 76 68
230 227 90
57 58 93
3 230 5
241 42 6
200 106 61
49 187 98
194 137 2
227 216 22
112 121 64
141 225 10
52 161 61
65 241 6
58 167 74
33 262 61
130 234 93
63 261 4
189 78 84
130 232 37
40 67 38
66 192 9
71 217 68
265 159 17
241 141 97
109 137 51
31 83 21
147 144 92
244 207 45
196 107 33
127 80 90
145 266 2
113 96 99
181 218 96
92 127 75
110 176 82
268 251 74
158 160 87
37 156 16
114 13 45
131 172 46
41 189 23
62 180 82
47 273 99
175 24 46
10 224 49
261 170 70
61 47 35
230 225 92
29 243 68
265 4 55
263 227 91
55 139 44
92 14 82
250 190 98
76 123 85
82 38 8
240 194 42
239 153 52
35 108 92
70 131 23
123 162 98
140 188 84
26 39 27
271 187 23
135 45 30
174 265 38
176 251 43
234 58 60
35 273 9
199 154 16
69 97 35
144 234 30
3 58 23
124 158 83
158 169 88
87 191 90
139 227 11
103 102 48
85 190 9
75 215 45
146 86 22
91 110 80
215 53 77
209 172 24
58 239 96
150 75 37
164 227 58
204 143 71
186 111 57
200 178 98
130 203 25
172 228 36
137 3 55
17 165 29
27 197 44
42 77 58
199 103 50
53 241 99
160 255 51
8 226 63
130 31 20
60 92 80
175 229 86
105 36 55
145 24 22
235 43 44
140 183 42
182 156 6
250 174 60
99 262 42
190 73 66
103 8 48
226 169 21
269 256 67
38 78 61
64 39 73
264 108 45
196 165 69
144 27 26
221 201 55
1 142 51
58 200 44
237 215 38
66 54 68
186 182 69
122 267 33
239 268 88
115 145 20
251 158 87
94 187 58
37 246 2
140 247 40
237 131 31
164 117 22
46 273 92
146 133 55
157 228 69
135 34 89
212 58 21
198 84 89
174 49 31
238 102 74
89 205 32
93 74 69
171 205 74
166 75 72
175 46 72
108 221 4
222 179 96
124 72 38
15 37 51
133 30 99
215 205 65
196 75 18
118 178 69
86 162 95
99 53 43
17 192 4
106 255 73
180 129 59
217 42 57
249 270 91
60 138 83
72 224 98
135 109 59
39 30 84
131 235 87
73 151 8
202 208 28
250 90 50
3 115 73
26 204 91
3 46 88
40 214 97
53 181 6
207 15 81
197 73 68
48 165 94
92 43 58
272 167 19
250 124 43
238 220 15
64 185 7
102 274 11
79 113 86
37 249 60
202 255 9
18 20 78
226 163 75
57 164 73
69 174 18
99 49 33
167 64 57
114 202 85
228 249 8
175 271 66
20 221 47
165 55 67
118 33 13
125 57 89
97 150 79
261 152 7
31 198 71
274 207 80
84 194 100
145 130 59
255 225 92
269 216 87
224 250 40
258 65 43
147 185 64
58 271 72
215 273 14
103 27 70
153 267 37
222 63 71
251 268 19
15 160 18
51 33 78
28 253 28
141 76 97
17 61 38
194 127 47
267 150 66
258 154 31
181 230 74
47 161 80
1 127 54
137 210 40
124 62 39
93 207 17
156 211 79
26 24 80
258 33 48
108 72 77
230 234 49
140 136 31
177 24 4
218 260 70
50 241 68
163 115 45
17 120 73
264 226 16
214 166 71
65 131 71
74 97 29
205 40 60
102 2 60
112 91 84
205 161 23
116 163 16
2 241 82
274 60 74
80 187 53
10 72 60
46 41 20
252 68 74
256 87 36
136 21 27
77 255 100
155 106 81
226 244 23
90 69 54
176 58 61
160 124 14
138 81 76
7 180 13
161 163 5
49 222 76
2 268 67
27 225 60
193 111 66
62 81 84
155 220 53
51 274 40
63 158 74
183 237 71
92 202 17
156 61 70
270 117 61
67 256 48
46 153 17
34 59 23
100 88 55
105 272 70
123 2 3
156 264 65
212 154 25
113 167 95
225 35 60
26 172 29
164 145 24
222 33 11
89 162 40
272 150 58
84 32 87
151 240 3
142 189 36
274 114 53
225 207 45
212 140 68
220 182 14
214 257 90
19 237 35
124 67 9
159 19 27
57 19 14
239 181 31
214 255 40
65 255 17
168 27 66
218 217 98
122 117 96
262 74 82
218 201 55
204 117 55
145 43 80
106 102 35
235 163 10
222 107 84
168 92 22
272 162 46
24 40 98
77 57 96
200 116 74
27 192 75
261 87 96
273 87 14
27 6 23
106 223 20
206 147 3
135 44 51
253 124 67
252 157 39
164 234 29
2 3 59
94 260 19
250 247 51
187 59 76
171 114 42
8 171 70
149 44 11
86 98 88
246 128 28
264 181 27
122 167 50
167 106 92
22 183 42
164 237 96
59 190 23
26 240 16
28 85 34
239 251 25
269 88 5
121 71 98
56 156 46
143 153 73
197 249 70
179 239 80
253 131 68
230 253 67
213 44 64
150 246 18
209 238 61
104 244 100
39 77 63
272 60 83
6 221 92
140 190 31
178 140 92
243 26 85
105 240 25
163 131 49
82 160 37
209 24 52
3 117 46
134 12 58
14 12 95
207 31 38
90 248 61
255 69 16
45 56 1
253 56 45
66 4 82
236 6 99
68 143 30
150 69 86
185 128 54
155 201 17
192 15 29
162 120 62
76 195 12
146 48 7
126 260 79
249 237 17
205 52 95
118 119 59
200 252 69
109 164 69
57 23 96
26 151 40
218 123 31
202 118 92
113 26 54
274 5 64
7 250 69
233 68 14
173 247 80
233 274 53
245 257 72
121 143 90
4 126 43
159 10 29
257 193 2
57 184 2
171 121 72
107 84 14
192 190 22
126 143 40
44 210 50
146 106 41
221 246 54
79 92 34
69 99 43
23 220 66
130 141 63
102 29 38
50 125 27
81 140 5
5 148 35
194 3 11
13 131 67
213 154 31
221 108 92
164 183 75
162 215 21
32 208 71
150 210 1
92 193 2
226 261 99
6 90 91
258 114 8
97 28 30
233 192 40
258 145 94
37 250 50
124 174 28
4 264 84
167 7 59
158 27 59
230 37 65
198 51 88
238 32 18
28 206 71
90 96 29
220 57 99
87 219 81
263 259 46
200 209 48
210 118 23
153 197 94
14 255 35
234 157 42
57 190 99
268 154 96
65 102 43
71 198 65
48 125 72
37 221 23
47 42 57
57 104 20
181 22 6
137 221 68
137 37 16
106 18 35
92 110 93
150 120 1
6 25 33
58 266 9
269 269 71
222 111 37
155 196 33
165 13 22
58 24 75
148 144 15
37 71 38
141 159 53
141 241 15
6 147 71
41 127 81
166 127 31
109 146 95
138 16 81
98 169 35
162 137 28
207 235 66
237 110 82
153 37 32
94 162 50
218 134 73
110 120 40
26 208 95
24 252 45
53 169 41
201 224 29
89 78 16
24 127 74
98 53 57
73 226 6
155 8 63
180 64 3
186 97 16
6 238 1
237 239 14
249 254 97
125 64 36
176 106 69
207 219 73
240 50 55
252 114 35
137 159 41
41 13 60
67 199 3
46 169 77
214 192 91
258 74 29
145 76 19
143 36 35
253 20 81
77 162 83
38 104 14
192 135 43
269 203 37
112 68 94
62 7 27
20 41 81
26 30 34
186 274 72
118 187 1
111 208 12
141 107 98
10 240 51
7 68 8
69 207 11
166 171 86
261 68 17
257 189 64
81 132 82
8 240 11
241 246 53
194 59 55
260 35 4
164 80 7
266 269 87
99 214 64
91 99 59
154 113 43
193 244 77
141 134 98
41 198 51
216 50 70
120 263 99
37 124 25
26 32 55
192 267 31
187 165 65
204 85 59
142 190 4
28 16 26
29 257 95
227 154 66
257 274 87
175 211 97
264 81 2
46 260 98
168 87 81
128 73 9
269 65 65
196 102 57
35 75 45
186 93 42
88 225 53
85 232 18
146 201 69
139 225 4
187 86 77
189 191 74
264 247 81
102 207 58
117 10 29
3 112 24
12 129 57
116 36 41
37 173 29
242 80 79
107 64 64
189 272 5
151 261 77
207 71 42
206 189 97
2 49 30
227 32 75
257 176 8
55 14 68
143 227 22
269 26 48
212 259 20
132 55 89
10 160 37
59 160 31
139 186 2
153 252 10
140 146 62
162 204 43
70 79 10
50 111 14
38 26 12
20 56 59
160 183 85
194 51 37
235 19 88
218 98 99
37 271 67
117 125 33
257 188 69
212 80 65
101 175 96
215 48 18
68 172 8
52 207 66
178 234 78
158 4 73
223 162 18
159 24 42
181 95 54
177 135 58
159 53 26
112 227 17
215 148 25
96 162 35
190 204 51
1 43 95
167 166 10
103 211 15
268 217 66
